Code HB ,Locality,PracticeID,BNFCode,BNFName,Items,NIC,ActCost,Quantity,DDD,ADQ,Period,Health Board,date
7A2,6A4,W92005,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,HYWEL DDA UNIVERSITY HEALTH BOARD,01.01.2020
7A2,6B7,W00134,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,HYWEL DDA UNIVERSITY HEALTH BOARD,01.01.2020
7A2,6B7,W00142,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,HYWEL DDA UNIVERSITY HEALTH BOARD,01.01.2020
7A2,6B7,W92036,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,144.8,134.0808,60,0,0,202001,HYWEL DDA UNIVERSITY HEALTH BOARD,01.01.2020
7A2,6B7,W92048,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,HYWEL DDA UNIVERSITY HEALTH BOARD,01.01.2020
7A2,6B7,W92050,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,HYWEL DDA UNIVERSITY HEALTH BOARD,01.01.2020
7A2,6B7,W92055,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,0.0,0.0124,30,0,0,202001,HYWEL DDA UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6A2,W94025,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,0.0,0.0124,30,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6A7,W91038,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,96.53,89.3924,40,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6A7,W94001,1502010J0BSAAEL,Versatis_Medic Plastr 5%,3,217.2,201.1212,90,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6A7,W94020,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,0.0,0.0124,30,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6B1,W94006,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,0.0,0.0124,30,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6B1,W94026,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,144.8,134.0808,60,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6B4,W91004,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6B4,W91010,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6B4,W91019,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,48.26,44.704,20,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6B4,W91024,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,24.13,22.352,10,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6B4,W91025,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,289.6,268.1366,120,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6B4,W91026,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,0.0,0.0248,60,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6B4,W91054,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6B4,W91629,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,24.13,22.352,10,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6B5,W91017,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,144.8,134.0808,60,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6B5,W91039,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,144.8,134.0683,60,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6C1,W91003,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,277.53,256.9622,115,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6C1,W91009,1502010J0BSAAEL,Versatis_Medic Plastr 5%,5,362.0,335.202,150,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6C1,W91028,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,144.8,134.0808,60,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A1,6C1,W91615,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.01.2020
7A3,6A5,W00122,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,12.07,11.1869,5,0,0,202001,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.01.2020
7A3,6A5,W00141,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.01.2020
7A3,6A5,W98001,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.01.2020
7A3,6A5,W98010,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.01.2020
7A3,6A5,W98036,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.01.2020
7A3,6A5,W98046,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.01.2020
7A3,6A6,W98004,1502010J0BSAAEL,Versatis_Medic Plastr 5%,3,289.6,268.1491,120,0,0,202001,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.01.2020
7A3,6A6,W98012,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,96.53,89.3924,40,0,0,202001,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.01.2020
7A3,6A6,W98021,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,120.67,111.7412,50,0,0,202001,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.01.2020
7A7,6C4,W96007,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,POWYS TEACHING HEALTH BOARD,01.01.2020
7A7,6C4,W96009,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,0.0,0.0124,30,0,0,202001,POWYS TEACHING HEALTH BOARD,01.01.2020
7A7,6C4,W96010,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,144.8,134.0808,60,0,0,202001,POWYS TEACHING HEALTH BOARD,01.01.2020
7A7,6C4,W96011,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,0.0,0.0124,30,0,0,202001,POWYS TEACHING HEALTH BOARD,01.01.2020
7A7,6C4,W96015,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,0.0,0.0124,30,0,0,202001,POWYS TEACHING HEALTH BOARD,01.01.2020
7A7,6C4,W96017,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,0.0,0.0124,30,0,0,202001,POWYS TEACHING HEALTH BOARD,01.01.2020
7A5,6A9,W95011,1502010J0BSAAEL,Versatis_Medic Plastr 5%,3,217.2,201.1212,90,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6A9,W95019,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6A9,W95024,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6A9,W95030,1502010J0BSAAEL,Versatis_Medic Plastr 5%,8,579.2,536.3232,240,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6A9,W95036,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6A9,W95051,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6A9,W95054,1502010J0BSAAEL,Versatis_Medic Plastr 5%,5,313.73,290.5136,130,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6A9,W95058,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6A9,W95071,1502010J0BSAAEL,Versatis_Medic Plastr 5%,3,181.0,167.6072,75,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6A9,W95087,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,24.13,22.352,10,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6B3,W95009,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6B3,W95010,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,120.67,111.7412,50,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6B3,W95017,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6B3,W95035,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,144.8,134.0808,60,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6B3,W95037,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,132.73,122.9064,55,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6B3,W95063,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6B3,W95070,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6B8,W95005,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6B8,W95032,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6B8,W95072,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0404,30,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A5,6B8,W95086,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,217.2,201.1087,90,0,0,202001,CWM TAF UNIVERSITY HEALTH BOARD,01.01.2020
7A6,6A1,W93037,1502010J0BSAAEL,Versatis_Medic Plastr 5%,3,72.4,67.1014,90,0,0,202002,ANEURIN BEVAN UNIVERSITY HEALTH BOARD,01.02.2020
7A6,6A1,W93126,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,12.07,11.1929,5,0,0,202002,ANEURIN BEVAN UNIVERSITY HEALTH BOARD,01.02.2020
7A6,6B2,W93012,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,ANEURIN BEVAN UNIVERSITY HEALTH BOARD,01.02.2020
7A6,6B2,W95046,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,ANEURIN BEVAN UNIVERSITY HEALTH BOARD,01.02.2020
7A6,6B2,W95065,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,144.8,134.1532,60,0,0,202002,ANEURIN BEVAN UNIVERSITY HEALTH BOARD,01.02.2020
7A6,6B2,W95073,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,ANEURIN BEVAN UNIVERSITY HEALTH BOARD,01.02.2020
7A6,6B2,W95081,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,ANEURIN BEVAN UNIVERSITY HEALTH BOARD,01.02.2020
7A6,6B9,W93018,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,144.8,134.1407,60,0,0,202002,ANEURIN BEVAN UNIVERSITY HEALTH BOARD,01.02.2020
7A6,6B9,W93061,1502010J0BSAAEL,Versatis_Medic Plastr 5%,3,289.6,268.2939,120,0,0,202002,ANEURIN BEVAN UNIVERSITY HEALTH BOARD,01.02.2020
7A6,6B9,W93116,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,ANEURIN BEVAN UNIVERSITY HEALTH BOARD,01.02.2020
7A6,6C2,W93619,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,24.13,22.3641,10,0,0,202002,ANEURIN BEVAN UNIVERSITY HEALTH BOARD,01.02.2020
7A6,6C3,W93028,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,12.07,11.1929,5,0,0,202002,ANEURIN BEVAN UNIVERSITY HEALTH BOARD,01.02.2020
7A6,6C3,W93055,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,ANEURIN BEVAN UNIVERSITY HEALTH BOARD,01.02.2020
7A4,6A8,W97002,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,144.8,134.1532,60,0,0,202002,CARDIFF AND VALE UNIVERSITY HEALTH BOARD,01.02.2020
7A4,6A8,W97015,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,CARDIFF AND VALE UNIVERSITY HEALTH BOARD,01.02.2020
7A4,6A8,W97021,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,CARDIFF AND VALE UNIVERSITY HEALTH BOARD,01.02.2020
7A4,6A8,W97061,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,CARDIFF AND VALE UNIVERSITY HEALTH BOARD,01.02.2020
7A4,6A8,W97286,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,CARDIFF AND VALE UNIVERSITY HEALTH BOARD,01.02.2020
7A4,6B6,W97001,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,CARDIFF AND VALE UNIVERSITY HEALTH BOARD,01.02.2020
7A4,6B6,W97011,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,CARDIFF AND VALE UNIVERSITY HEALTH BOARD,01.02.2020
7A4,6B6,W97032,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,CARDIFF AND VALE UNIVERSITY HEALTH BOARD,01.02.2020
7A4,6B6,W97055,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,CARDIFF AND VALE UNIVERSITY HEALTH BOARD,01.02.2020
7A2,6A3,W00067,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,HYWEL DDA UNIVERSITY HEALTH BOARD,01.02.2020
7A2,6A3,W92027,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,HYWEL DDA UNIVERSITY HEALTH BOARD,01.02.2020
7A2,6A3,W92033,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,0.0,0.0248,60,0,0,202002,HYWEL DDA UNIVERSITY HEALTH BOARD,01.02.2020
7A2,6B7,W00134,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,HYWEL DDA UNIVERSITY HEALTH BOARD,01.02.2020
7A2,6B7,W92036,1502010J0BSAAEL,Versatis_Medic Plastr 5%,3,217.2,201.2298,90,0,0,202002,HYWEL DDA UNIVERSITY HEALTH BOARD,01.02.2020
7A2,6B7,W92037,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,HYWEL DDA UNIVERSITY HEALTH BOARD,01.02.2020
7A2,6B7,W92048,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,144.8,134.1532,60,0,0,202002,HYWEL DDA UNIVERSITY HEALTH BOARD,01.02.2020
7A2,6B7,W92050,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,HYWEL DDA UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6A2,W00034,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,12.07,11.1929,5,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6A2,W94025,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,0.0,0.0124,30,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6A2,W94037,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6A2,W94039,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,0.0,0.0124,150,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6A7,W91007,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6A7,W91038,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,96.53,89.4407,40,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6A7,W94001,1502010J0BSAAEL,Versatis_Medic Plastr 5%,5,362.0,335.383,150,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6A7,W94020,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,0.0,0.0124,30,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6B1,W94006,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,0.0,0.0124,30,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6B1,W94026,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6B4,W91004,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,144.8,134.1532,60,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6B4,W91010,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6B4,W91019,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,48.26,44.7282,20,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6B4,W91026,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,0.0,0.0248,60,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6B5,W91017,1502010J0BSAAEL,Versatis_Medic Plastr 5%,2,144.8,134.1532,60,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6B5,W91039,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,144.8,134.1407,60,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6C1,W91003,1502010J0BSAAEL,Versatis_Medic Plastr 5%,3,422.33,391.2416,175,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6C1,W91009,1502010J0BSAAEL,Versatis_Medic Plastr 5%,6,434.4,402.4596,180,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A1,6C1,W91028,1502010J0BSAAEL,Versatis_Medic Plastr 5%,3,217.2,201.2298,90,0,0,202002,BETSI CADWALADR UNIVERSITY HEALTH BOARD,01.02.2020
7A3,6A5,W00141,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.02.2020
7A3,6A5,W00144,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.02.2020
7A3,6A5,W98001,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.02.2020
7A3,6A5,W98010,1502010J0BSAAEL,Versatis_Medic Plastr 5%,1,72.4,67.0766,30,0,0,202002,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.02.2020
